entity_id,brand_key,brand,product_key,product,variant,gtin,heat_shu,heat_basis,us_availability,evidence_url,price,price_currency,buy_url,in_stock,store_domain,first_observed_at,last_observed_at,names_version,matcher_version,prompt_version,sources,source_count,tiers,hotones_seasons,duplicate_candidate,duplicate_candidate_count,duplicate_of_candidates,corroboration,review_count,review_outlets,review_stance_mix,rules_version
sauce:|crazy-mango,,,crazy-mango,Crazy Mango Hot sauce,,00609728697556,,,retail_listing,http://world-en.openfoodfacts.org/product/0609728697556/crazy-mango-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|creamy,,,creamy,Creamy hot sauce,,00816277020067,,,retail_listing,http://world-en.openfoodfacts.org/product/0816277020067/creamy-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|creamy-garlic-red-pepper,,,creamy-garlic-red-pepper,Creamy garlic red pepper hot sauce,,00753469090029,,,retail_listing,http://world-en.openfoodfacts.org/product/0753469090029/creamy-garlic-red-pepper-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|creamy-ginger-citrus,,,creamy-ginger-citrus,Creamy ginger citrus hot sauce,,00753469090036,,,retail_listing,http://world-en.openfoodfacts.org/product/0753469090036/creamy-ginger-citrus-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|creamy-harissa-olive-oil-spread-spicy,,,creamy-harissa-olive-oil-spread-spicy,Creamy Harissa & Olive Oil Spread (Spicy),,00000026168470,,,retail_listing,http://world-en.openfoodfacts.org/product/26168470/creamy-harissa-olive-oil-spread-spicy,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|creamy-thai-style-chili,,,creamy-thai-style-chili,Creamy Thai Style Chili Sauce,,00857339002171,,,retail_listing,http://world-en.openfoodfacts.org/product/0857339002171/creamy-thai-style-chili-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|crema-sauce-chili-lime,,,crema-sauce-chili-lime,Crema sauce chili lime,,00055742576863,,,retail_listing,http://world-en.openfoodfacts.org/product/0055742576863/crema-sauce-chili-lime,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|cricket-bites-buffalow-wing,,,cricket-bites-buffalow-wing,Cricket Bites Buffalow Wing Sauce,,00853057006477,,,retail_listing,http://world-en.openfoodfacts.org/product/0853057006477/cricket-bites-buffalow-wing-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|crispy-hot-honey-chicken-with-roasted-potatoes-and-broccoli,,,crispy-hot-honey-chicken-with-roasted-potatoes-and-broccoli,Crispy hot honey chicken with roasted potatoes and broccoli,,00854765007848,,,retail_listing,http://world-en.openfoodfacts.org/product/0854765007848/crispy-hot-honey-chicken-with-roasted-potatoes-and-broccoli,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|crispy-seaweed-sriracha-chili-taokaenoi,,,crispy-seaweed-sriracha-chili-taokaenoi,Crispy Seaweed Sriracha Chili TAOKAENOI,,00083737201148,,,retail_listing,http://world-en.openfoodfacts.org/product/0083737201148/crispy-seaweed-sriracha-chili-taokaenoi,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|crunchy-garlic-chili-oil-x-batch,,,crunchy-garlic-chili-oil-x-batch,Crunchy Garlic Chili Oil X Batch,,00860005329243,,,retail_listing,http://world-en.openfoodfacts.org/product/0860005329243/crunchy-garlic-chili-oil-x-batch,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|crunchy-sweet-sriracha-chickpeas,,,crunchy-sweet-sriracha-chickpeas,Crunchy sweet sriracha chickpeas,,00856651007185,,,retail_listing,http://world-en.openfoodfacts.org/product/0856651007185/crunchy-sweet-sriracha-chickpeas,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|crushed-scotch-bonnet-pepper,,,crushed-scotch-bonnet-pepper,crushed scotch bonnet pepper sauce,,00019962358401,,,retail_listing,http://world-en.openfoodfacts.org/product/0019962358401/crushed-scotch-bonnet-pepper-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|curry-habanero,,,curry-habanero,Curry Habanero Hot Sauce,,00897508001420,,,retail_listing,http://world-en.openfoodfacts.org/product/0897508001420/curry-habanero-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|da-bomb-hot-sauce-bottle-select-flavor-below,,,da-bomb-hot-sauce-bottle-select-flavor-below,Da bomb hot sauce bottle select flavor below,,00032458960391,,,retail_listing,http://world-en.openfoodfacts.org/product/0032458960391/da-bomb-hot-sauce-bottle-select-flavor-below,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|danger-berry-strawberry-habanero,,,danger-berry-strawberry-habanero,Danger Berry Strawberry Habanero Hot Sauce,,00195893549689,,,retail_listing,http://world-en.openfoodfacts.org/product/0195893549689/danger-berry-strawberry-habanero-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dark-swizzle,,,dark-swizzle,Dark Swizzle Hot Sauce,,00706795003836,,,retail_listing,http://world-en.openfoodfacts.org/product/0706795003836/dark-swizzle-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|datil-apeppers,,,datil-apeppers,Datil apeppers Sauce,,00793573909169,,,retail_listing,http://world-en.openfoodfacts.org/product/0793573909169/datil-apeppers-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|day-of-the-dead-ghost-pepper,,,day-of-the-dead-ghost-pepper,Day Of The Dead Ghost Pepper Hot Sauce,,00850003113630,,,retail_listing,http://world-en.openfoodfacts.org/product/0850003113630/day-of-the-dead-ghost-pepper-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|de-arbol-chile-paste,,,de-arbol-chile-paste,De arbol chile paste,,00850013037858,,,retail_listing,http://world-en.openfoodfacts.org/product/0850013037858/de-arbol-chile-paste,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dellah-kitchen-caribbean-mango-habanero,,,dellah-kitchen-caribbean-mango-habanero,Dellah kitchen caribbean mango habanero sauce,,00850619007606,,,retail_listing,http://world-en.openfoodfacts.org/product/0850619007606/dellah-kitchen-caribbean-mango-habanero-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|detroit-ghost-pepper,,,detroit-ghost-pepper,The Detroit Ghost Pepper Hot Sauce,,00860462001720,,,retail_listing,http://world-en.openfoodfacts.org/product/0860462001720/the-detroit-ghost-pepper-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|devorandum-cherry-trinidad-scorpion,,,devorandum-cherry-trinidad-scorpion,Devorandum cherry trinidad scorpion hot sauce,,00852660005266,,,retail_listing,http://world-en.openfoodfacts.org/product/0852660005266/devorandum-cherry-trinidad-scorpion-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|di-namite-gochujang,,,di-namite-gochujang,Di-namite GOchujang,,08801052085906,,,retail_listing,http://world-en.openfoodfacts.org/product/8801052085906/di-namite-gochujang,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|diego-original,,,diego-original,Diego original hot sauce,,00011209004201,,,retail_listing,http://world-en.openfoodfacts.org/product/0011209004201/diego-original-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|diggs-14-elite,,,diggs-14-elite,DIGGS '14 Elite Hot Sauce,,00850016127341,,,retail_listing,http://world-en.openfoodfacts.org/product/0850016127341/diggs-14-elite-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|doc-habenero,,,doc-habenero,Doc Habenero Hot Sauce,,00008582001065,,,retail_listing,http://world-en.openfoodfacts.org/product/0008582001065/doc-habenero-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dont-be-a-chicken-shit,,,dont-be-a-chicken-shit,Dont be a chicken shit hot sauce,,00894323000034,,,retail_listing,http://world-en.openfoodfacts.org/product/0894323000034/dont-be-a-chicken-shit-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dragon,,,dragon,Dragon hot sauce,,00810077991152,,,retail_listing,http://world-en.openfoodfacts.org/product/0810077991152/dragon-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dragon-sweet-and-spicy-pepper,,,dragon-sweet-and-spicy-pepper,dragon sweet and spicy pepper sauce,,00860006503444,,,retail_listing,http://world-en.openfoodfacts.org/product/0860006503444/dragon-sweet-and-spicy-pepper-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dylan-s-deadly-mash-no-ho,,,dylan-s-deadly-mash-no-ho,Dylan's deadly mash no ho hot sauce,,00040232664717,,,retail_listing,http://world-en.openfoodfacts.org/product/0040232664717/dylan-s-deadly-mash-no-ho-hot-sauce-dylan-s-deadly-mash,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|dynamite,,,dynamite,Dynamite Hot Sauce,,00044219051125,,,retail_listing,http://world-en.openfoodfacts.org/product/0044219051125/dynamite-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|el-baleado-habanero,,,el-baleado-habanero,El baleado habanero hot sauce,,00861883000187,,,retail_listing,http://world-en.openfoodfacts.org/product/0861883000187/el-baleado-habanero-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|el-chavo,,,el-chavo,El Chavo hot sauce,,00850033007251,,,retail_listing,http://world-en.openfoodfacts.org/product/0850033007251/el-chavo-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|el-chilerito-chamoy,,,el-chilerito-chamoy,El Chilerito Chamoy,,00647541022056,,,retail_listing,http://world-en.openfoodfacts.org/product/0647541022056/el-chilerito-chamoy,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|el-ebano-green,,,el-ebano-green,El Ebano Green Hot Sauce,,07503014162014,,,retail_listing,http://world-en.openfoodfacts.org/product/7503014162014/el-ebano-green-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|el-super-leon-super-chili-chamoy,,,el-super-leon-super-chili-chamoy,El super leon super chili chamoy,,00852605000882,,,retail_listing,http://world-en.openfoodfacts.org/product/0852605000882/el-super-leon-super-chili-chamoy,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|elijah-s-xtreme-carolina-reaper-hot-pepper,,,elijah-s-xtreme-carolina-reaper-hot-pepper,Elijah s xtreme carolina reaper hot pepper sauce,,00866263000023,,,retail_listing,http://world-en.openfoodfacts.org/product/0866263000023/elijah-s-xtreme-carolina-reaper-hot-pepper-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|elis-bbq-southern-tang-wing,,,elis-bbq-southern-tang-wing,Elis BBQ Southern Tang Wing Sauce,,00810070490010,,,retail_listing,http://world-en.openfoodfacts.org/product/0810070490010/elis-bbq-southern-tang-wing-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|emma-red-jalapeno-salsa,,,emma-red-jalapeno-salsa,Emma red jalapeno salsa,,00860005354801,,,retail_listing,http://world-en.openfoodfacts.org/product/0860005354801/emma-red-jalapeno-salsa,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|especia-roja-pepper,,,especia-roja-pepper,Especia roja pepper sauce,,00852660005020,,,retail_listing,http://world-en.openfoodfacts.org/product/0852660005020/especia-roja-pepper-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|evil-cowboy,,,evil-cowboy,Evil cowboy hot sauce,,00762988997139,,,retail_listing,http://world-en.openfoodfacts.org/product/0762988997139/evil-cowboy-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|explosive,,,explosive,Explosive Hot Sauce,,00702014304180,,,retail_listing,http://world-en.openfoodfacts.org/product/0702014304180/explosive-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extra-crunchy-kettle-cooked-peanuts-sriracha-flavor,,,extra-crunchy-kettle-cooked-peanuts-sriracha-flavor,Extra Crunchy Kettle Cooked Peanuts Sriracha Flavor,,00688267560705,,,retail_listing,http://world-en.openfoodfacts.org/product/0688267560705/extra-crunchy-kettle-cooked-peanuts-sriracha-flavor,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extra-hot-honey,,,extra-hot-honey,Extra Hot Honey,,00191414011512,,,retail_listing,http://world-en.openfoodfacts.org/product/0191414011512/extra-hot-honey,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extra-hot-hot-honey,,,extra-hot-hot-honey,extra hot hot honey,,00000004959315,,,retail_listing,http://world-en.openfoodfacts.org/product/04959315/extra-hot-hot-honey,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extra-hot-yellow-habanero,,,extra-hot-yellow-habanero,Extra hot yellow habanero hot sauce,,00000020877460,,,retail_listing,http://world-en.openfoodfacts.org/product/20877460/extra-hot-yellow-habanero-hot-sauce-extra-hot-yellow-habanero,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extra-mild-wing-sauce-imp,,,extra-mild-wing-sauce-imp,Extra mild wing sauce imp,,00075500101038,,,retail_listing,http://world-en.openfoodfacts.org/product/0075500101038/extra-mild-wing-sauce-imp,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extra-virgin-olive-oil-flavored-with-chili-pepper,,,extra-virgin-olive-oil-flavored-with-chili-pepper,"Extra-virgin olive oil, flavored with chili pepper",,00801815401415,,,retail_listing,http://world-en.openfoodfacts.org/product/0801815401415/extra-virgin-olive-oil-flavored-with-chili-pepper,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|extreme-hot-honey-bbq-cashews,,,extreme-hot-honey-bbq-cashews,Extreme hot honey BBQ Cashews,,00050428643983,,,retail_listing,http://world-en.openfoodfacts.org/product/0050428643983/extreme-hot-honey-bbq-cashews,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|farro-aji-amarillo-puree,,,farro-aji-amarillo-puree,Farro aji amarillo puree,,00013800611666,,,retail_listing,http://world-en.openfoodfacts.org/product/0013800611666/farro-aji-amarillo-puree,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fermented,,,fermented,Fermented hot sauce,,00705641243570,,,retail_listing,http://world-en.openfoodfacts.org/product/0705641243570/fermented-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fervor-reaper-chile,,,fervor-reaper-chile,Fervor reaper chile hot sauce,,00683720025487,,,retail_listing,http://world-en.openfoodfacts.org/product/0683720025487/fervor-reaper-chile-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fiery-hot-habanero-pepper,,,fiery-hot-habanero-pepper,Fiery hot habanero pepper sauce,,00025315248695,,,retail_listing,http://world-en.openfoodfacts.org/product/0025315248695/fiery-hot-habanero-pepper-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fiery-sweet-wing,,,fiery-sweet-wing,Fiery sweet wing sauce,,00075500104107,,,retail_listing,http://world-en.openfoodfacts.org/product/0075500104107/fiery-sweet-wing-sauce-fiery-sweet,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-chili-paste,,,fire-chili-paste,Fire chili paste,,00673367194301,,,retail_listing,http://world-en.openfoodfacts.org/product/0673367194301/fire-chili-paste,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-chipotle-jalapeno-salsa,,,fire-chipotle-jalapeno-salsa,"Fire, chipotle & jalapeno salsa",,00041565207893,,,retail_listing,http://world-en.openfoodfacts.org/product/0041565207893/fire-chipotle-jalapeno-salsa,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-habanero-spyce,,,fire-habanero-spyce,Fire habanero spyce hot sauce,,00793573944634,,,retail_listing,http://world-en.openfoodfacts.org/product/0793573944634/fire-habanero-spyce-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-roasted-green-chile,,,fire-roasted-green-chile,Fire Roasted Green Chile Sauce,,00899074000081,,,retail_listing,http://world-en.openfoodfacts.org/product/0899074000081/fire-roasted-green-chile-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-roasted-habanero,,,fire-roasted-habanero,Fire Roasted Habanero Hot Sauce,,00041695137114,,,retail_listing,http://world-en.openfoodfacts.org/product/0041695137114/fire-roasted-habanero-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-roasted-hatch-chile-salsa,,,fire-roasted-hatch-chile-salsa,Fire Roasted Hatch Chile Salsa,,00020113002975,,,retail_listing,http://world-en.openfoodfacts.org/product/0020113002975/fire-roasted-hatch-chile-salsa,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-roasted-red-mild-heat-smoky-and-sweet,,,fire-roasted-red-mild-heat-smoky-and-sweet,Fire roasted red mild heat-smoky and sweet hot sauce,,00794504099201,,,retail_listing,http://world-en.openfoodfacts.org/product/0794504099201/fire-roasted-red-mild-heat-smoky-and-sweet-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-roasted-red-pepper,,,fire-roasted-red-pepper,Fire roasted red pepper sauce,,00799055553516,,,retail_listing,http://world-en.openfoodfacts.org/product/0799055553516/fire-roasted-red-pepper-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|fire-roasted-salsa-with-hatch-chiles,,,fire-roasted-salsa-with-hatch-chiles,Fire Roasted Salsa With Hatch Chiles,,00077718999728,,,retail_listing,http://world-en.openfoodfacts.org/product/0077718999728/fire-roasted-salsa-with-hatch-chiles,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|firecracker-chicken-egg-rolls-spicy-white-meat-chicken-with-red-and-green-cabbage-yellow-carrots-and-diced-jalapenos-in-a-crispy-red-wrapper-sweet-chili,,,firecracker-chicken-egg-rolls-spicy-white-meat-chicken-with-red-and-green-cabbage-yellow-carrots-and-diced-jalapenos-in-a-crispy-red-wrapper-sweet-chili,"Firecracker chicken egg rolls spicy white meat chicken with red and green cabbage, yellow carrots and diced jalapenos in a crispy red wrapper + sweet chili sauce",,00054347202139,,,retail_listing,http://world-en.openfoodfacts.org/product/0054347202139/firecracker-chicken-egg-rolls-spicy-white-meat-chicken-with-red-and-green-cabbage-yellow-carrots-and-diced-jalapenos-in-a-crispy-red-wrapper-sweet-chili-sauce-firecracker-chicken-egg-rolls,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
sauce:|flame-organic,,,flame-organic,Flame organic hot sauce,,00852179005092,,,retail_listing,http://world-en.openfoodfacts.org/product/0852179005092/flame-organic-hot-sauce,,,,False,,2026-09-19T11:09:45.470554Z,2026-09-19T13:54:01.915222Z,sauce-names-1,sauce-match-1,rule:sauce-structured-1,off,1,1_population,,False,0,,single_source:off,0,,,v1
